"","denial","adversary","esca_scaled","MA_scaled","GovTrust","NewsTrust","IntTrust","NC_scaled","Military.Service","Read.FP","reputation_scaled","ambiguity","insulting","war","airstrike","sanctions","diplomacy","age","male","hhi","white","black","education","republican","democrat"
"727",1,1,49.9219887606688,-0.833310830184549,3,3,4,-0.0615198509462284,1,3,8.36073038512754,3,1,2,3,3,4,22,0,9,0,0,2,0,0
"728",1,1,37.6783152954064,0.700151046857489,1,1,1,0.361114102831249,0,3,83.3607303851275,3,3,2,2,2,4,18,1,4,1,0,1,1,0
"729",0,1,87.1656622259311,1.79358181754476,4,1,4,-0.0615198509462284,0,5,91.8804085035061,4,5,3,5,5,5,30,1,24,1,0,7,1,0
"730",1,1,11.6024905982054,-1.53047317092332,3,1,4,-0.0615198509462284,0,1,0,3,1,1,3,1,1,30,1,4,1,0,2,0,0
"731",0,1,100,2.57615536026601,3,4,3,-0.0615198509462284,0,5,75,4,5,5,5,5,5,39,1,8,1,0,2,0,1
"732",1,1,62.7288338536568,1.48272458957873,2,1,2,0.783748056608727,0,5,83.7608170070123,3,4,1,3,5,5,64,1,13,1,0,2,1,0
"733",1,1,43.0196594852399,0.324706879697093,3,3,3,-0.396468989203223,0,4,67.0393562367572,3,5,3,4,2,2,54,1,9,0,1,2,0,0
"734",1,1,74.9472480397939,1.48272458957873,4,5,4,0.361114102831249,0,2,91.6392696148725,3,4,2,4,5,5,63,1,4,1,0,2,0,1
"735",0,1,87.1656622259311,-0.929582977779368,4,4,2,0.0261649645742542,1,5,67.1215473921398,4,2,3,5,5,5,52,1,13,1,0,7,0,1
"736",0,1,37.7035745745316,-3.18103145834829,1,1,3,-1.1540520812377,1,1,58.9197647402634,4,3,1,2,3,4,32,1,2,1,0,4,0,0
"737",0,1,75.5379123486005,-0.147009435058123,4,2,4,-0.0615198509462284,0,3,50.4000866218848,3,2,4,3,4,5,19,1,22,1,0,4,1,0
"738",1,1,62.7288338536568,1.48272458957873,3,4,4,0.361114102831249,0,3,8.51967811837861,3,1,1,3,5,5,40,1,11,1,0,6,1,0
"739",1,1,37.806845092988,0.700151046857489,2,1,3,-0.0615198509462284,0,2,17.0393562367572,3,3,1,2,4,3,19,0,9,0,0,4,0,1
"740",1,1,19.2240139800224,0.700151046857489,3,2,3,-0.0615198509462284,0,3,33.6018692737612,3,3,1,1,3,2,26,1,15,1,0,6,0,1
"741",0,1,87.2436734652623,1.48272458957873,2,2,2,0.361114102831249,0,4,67.0393562367572,3,5,4,5,5,4,45,1,18,1,0,4,1,0
"742",1,1,25.0252592791252,-0.0824224958637566,2,1,1,0.0261649645742542,0,4,0,2,2,1,2,3,2,55,1,16,1,0,6,1,0
"743",1,1,44.1460027406912,2.26529813229998,3,1,4,0.361114102831249,0,2,8.51967811837861,3,4,1,2,4,4,24,1,19,1,0,6,1,0
"744",0,1,69.1207434615661,0.550152905680645,4,4,3,-0.396468989203223,0,5,66.8804085035062,3,4,3,3,4,5,82,0,NA,NA,0,4,0,1
"745",0,1,81.3644169268284,-0.994169916973735,2,1,3,0.0261649645742542,0,3,83.5196781183786,3,3,3,4,5,5,45,1,19,1,0,2,0,0
"746",1,1,50,0.700151046857489,1,1,1,0.696063241088244,1,4,NA,3,1,3,3,3,3,34,1,15,1,0,4,1,0
"747",1,1,38.3447574415885,-1.77674345969498,2,1,4,-0.396468989203223,0,1,83.7608170070123,3,1,1,1,4,4,21,0,6,0,0,2,0,0
"748",1,1,44.1460027406912,-2.87017423038226,2,2,2,0.696063241088244,0,4,25,3,2,1,2,4,4,36,1,17,0,0,6,0,1
"749",0,1,62.7815858138628,-1.30502714493976,3,3,3,0.361114102831249,0,5,58.5196781183786,3,2,3,3,4,4,64,1,1,1,0,3,0,0
"750",0,1,56.3644169268284,-1.55129743371143,4,4,4,-0.396468989203223,0,4,58.6018692737612,4,2,2,3,4,4,19,0,7,0,0,5,0,1
"751",0,1,75,1.48272458957873,3,1,1,0.361114102831249,0,4,83.1195914964939,4,5,4,4,4,4,24,1,5,1,0,4,1,0
"752",1,1,50,-0.211596374252489,2,1,2,-0.396468989203223,0,4,58.5196781183786,3,2,3,3,3,3,61,1,9,0,0,5,0,0
"753",1,1,31.4676874452848,-0.929582977779368,2,2,3,-0.396468989203223,0,1,66.6392696148725,3,4,1,2,4,2,52,1,20,1,0,4,0,1
"754",0,1,56.9023292754289,-0.0824224958637566,2,2,4,0.0261649645742542,0,4,83.3607303851275,3,2,2,2,4,5,23,1,2,1,0,2,1,0
"755",0,1,69.2240139800224,-3.49188868631432,3,3,3,-0.819102942980701,0,4,41.8804085035062,4,3,3,3,5,4,48,1,6,1,0,6,0,0
"756",1,1,43.6080903920907,0.260119940502727,2,1,1,-0.484153804723706,0,3,57.8784526078602,3,3,1,3,4,3,60,0,2,0,1,4,0,1
"757",1,1,56.927588554554,-0.994169916973735,4,2,4,0.361114102831249,0,5,58.7608170070123,3,2,1,2,5,5,43,1,1,0,0,5,0,1
"758",0,1,100,1.7289948783504,1,1,1,-0.396468989203223,NA,5,100,4,5,5,5,5,5,44,1,3,1,0,3,1,0
"759",0,1,25.4599011092693,-0.211596374252489,2,2,4,0.0261649645742542,0,4,0,4,2,1,1,2,4,20,1,1,0,1,1,0,1
"760",1,1,31.3644169268284,-1.46588623172895,2,2,3,0.361114102831249,0,4,74.7588611113663,3,3,1,2,3,3,41,1,20,1,0,7,0,1
"761",0,1,56.3644169268284,0.635564107663123,3,3,4,0.0261649645742542,0,3,16.4803218816214,4,2,2,3,4,4,30,1,5,1,0,7,0,1
"762",1,1,19.1207434615661,1.41813765038437,1,1,2,0.0261649645742542,1,4,33.1195914964939,2,3,1,1,2,3,59,1,1,1,0,6,1,0
"763",1,1,100,1.95444090433395,2,1,2,0.361114102831249,0,4,100,3,5,5,5,5,5,56,1,2,0,0,2,1,0
"764",0,1,93.5828311129656,0.163847792907907,3,2,2,-0.0615198509462284,NA,5,100,3,5,4,5,5,5,45,1,6,1,0,5,0,0
"765",1,1,62.7288338536568,-0.929582977779368,1,1,3,-1.1540520812377,0,4,91.8804085035061,3,2,1,3,5,5,36,1,5,1,0,5,0,0
"766",0,1,87.7815858138628,-2.77390208278744,4,4,1,0.361114102831249,1,4,100,4,5,4,4,5,5,35,1,14,1,0,6,0,1
"767",0,1,87.7815858138628,0.881834396434787,5,4,4,-0.0615198509462284,1,5,83.5196781183786,4,4,4,4,5,5,51,1,19,0,0,6,0,1
"768",1,1,38.3447574415885,3.42331584218162,4,2,4,0.361114102831249,0,3,75,3,4,1,1,4,4,35,1,13,1,0,7,1,0
"769",0,1,43.5828311129655,-1.77674345969498,2,1,2,-0.396468989203223,NA,4,58.6018692737612,4,1,2,3,3,3,41,1,19,1,0,5,0,0
"770",1,1,93.5828311129656,-2.39845791562704,2,2,4,-0.819102942980701,0,4,33.2785392297449,3,2,4,5,5,5,31,1,24,0,1,7,0,1
"771",1,1,62.1656622259311,1.48272458957873,4,3,1,-0.396468989203223,0,3,50,3,3,2,4,4,4,26,1,5,1,0,2,0,0
"772",0,1,75.5631716277257,1.48272458957873,3,3,3,-0.0615198509462284,0,5,8.51967811837861,3,1,3,3,5,5,34,1,7,1,0,6,1,0
"773",0,1,6.41716888703446,0.0992608537135411,4,3,4,-0.0615198509462284,0,1,100,1,5,2,1,1,1,51,0,3,0,1,4,0,1
"774",1,1,25,-2.77390208278744,2,4,4,-0.731418127460218,0,3,16.8804085035061,2,1,2,2,2,2,52,0,9,0,1,4,0,1
"775",0,1,62.42495522305,-0.211596374252489,3,3,1,-0.0615198509462284,0,4,58.5196781183786,3,1,4,4,5,1,61,0,4,0,0,7,0,1
"776",1,1,19.1207434615661,-1.77674345969498,4,4,2,0.361114102831249,0,4,0,3,4,1,1,2,3,53,1,1,1,0,2,0,1
"777",0,1,80.7484933388966,0.635564107663123,3,3,4,-0.731418127460218,0,5,83.5196781183786,4,1,2,5,5,5,64,1,14,1,0,2,1,0
"778",1,1,74.9472480397939,-0.211596374252489,4,4,2,-0.396468989203223,0,4,83.5196781183786,3,4,2,4,5,5,51,1,22,1,0,7,0,1
"779",0,1,44.1460027406912,0.635564107663123,2,2,3,0.361114102831249,0,4,17.0393562367572,4,3,1,2,4,4,23,1,19,0,0,2,1,0
"780",1,1,56.9803405147601,-1.46588623172895,1,1,4,-0.819102942980701,1,4,66.6392696148725,3,1,3,2,4,4,33,1,19,1,0,1,1,0
"781",1,1,12.7815858138628,-1.55129743371143,2,2,3,-0.396468989203223,0,2,16.8804085035061,3,3,1,1,2,2,63,0,1,0,1,5,0,1
"782",0,1,87.1656622259311,3.42331584218162,1,1,2,-0.819102942980701,0,5,91.8804085035061,4,5,3,5,5,5,49,1,18,1,0,6,1,0
"783",1,1,81.4424281661596,1.07559521401789,2,3,4,-0.0615198509462284,0,2,25,3,4,4,4,5,4,39,1,9,1,0,2,0,1
"784",0,1,12.8343377740689,1.79358181754476,3,2,4,-0.0615198509462284,1,5,75.6412255105185,4,4,3,1,1,1,27,1,15,1,0,5,1,0
"785",1,1,50,0.881834396434787,1,1,1,0.448798918351732,0,5,50,3,2,3,3,3,3,39,1,9,1,0,4,0,0
"786",0,1,56.927588554554,0.635564107663123,3,1,4,-0.0615198509462284,0,4,75.6412255105185,3,5,1,2,5,5,55,1,19,1,0,7,1,0
"787",0,1,55.7232340597715,0.0992608537135411,2,2,2,-0.0615198509462284,0,4,58.1195914964939,3,3,2,4,3,4,28,1,10,1,0,3,1,0
"788",1,1,31.3644169268284,-2.08760068766101,2,1,3,-0.819102942980701,0,5,25,2,2,1,2,3,3,35,1,13,0,0,6,1,0
"789",0,1,80.7484933388966,0.324706879697093,3,4,2,0.0261649645742542,0,4,58.9197647402634,4,5,2,5,5,5,61,1,23,1,0,6,0,1
"790",1,1,38.3447574415885,0.570977168468757,4,4,2,-0.0615198509462284,0,1,50,3,3,1,1,4,4,46,1,3,0,0,6,0,1
"791",1,1,68.5048198736343,0.635564107663123,4,3,3,-0.0615198509462284,0,5,33.2785392297449,3,3,2,4,4,5,64,1,5,1,0,6,0,1
"792",0,1,62.0876509865999,0.163847792907907,4,1,5,-0.484153804723706,1,4,58.9197647402634,4,3,1,4,4,5,21,1,3,0,0,5,0,1
"793",1,1,31.261146408372,-4.0281919402639,3,2,4,0.0261649645742542,0,4,24.5999133781152,2,3,1,2,2,4,61,0,11,0,1,4,0,0
"794",0,1,44.6839150892917,-0.554138810618972,4,3,3,-0.396468989203223,0,4,100,4,5,1,1,4,5,55,1,1,1,0,2,1,0
"795",1,1,6.33915764770322,1.79358181754476,1,1,4,-0.484153804723706,0,5,0,2,4,1,1,1,2,52,1,24,1,0,7,1,0
"796",0,1,74.9472480397939,-0.929582977779368,4,4,4,0.0261649645742542,0,4,58.5196781183786,3,3,2,4,5,5,46,1,8,1,0,6,0,1
"797",1,1,100,3.42331584218162,4,4,2,1.11869719486572,0,5,100,4,5,5,5,5,5,57,1,14,1,0,8,1,0
"798",0,1,74.3313244518622,-0.147009435058123,3,2,3,-0.396468989203223,0,5,100,4,1,1,5,5,5,56,0,8,0,0,3,0,1
"799",0,1,75.0252592791252,-0.768723890990183,3,3,3,-0.396468989203223,0,4,75.4000866218848,4,3,3,4,5,4,26,1,10,0,1,7,0,0
"800",0,1,94.1987547008973,1.79358181754476,4,2,3,0.696063241088244,0,3,100,3,4,5,4,5,5,46,1,1,1,0,6,0,0
"801",0,1,49.4093356911934,0.635564107663123,4,1,2,-0.484153804723706,0,1,50.2411388886337,3,3,1,4,4,3,23,1,4,0,0,4,0,0
"802",1,1,12.7815858138628,-0.0178355566693904,3,2,4,-0.396468989203223,0,3,58.5196781183786,2,3,1,1,2,2,24,1,7,0,1,6,0,0
"803",1,1,44.1460027406912,-3.18103145834829,3,3,4,-0.396468989203223,0,4,16.8804085035061,3,4,1,2,4,4,51,1,24,1,0,5,0,1
"804",1,1,31.9023292754289,-0.683312689007705,2,3,2,-0.396468989203223,0,4,58.1195914964939,2,1,1,1,3,4,40,1,4,1,0,4,0,1
"805",1,1,93.5828311129656,3.42331584218162,2,2,1,0.696063241088244,1,4,100,3,5,4,5,5,5,52,1,23,1,0,7,1,0
"806",0,1,68.5300791527595,1.41813765038437,5,4,4,0.361114102831249,0,4,83.5196781183786,4,5,1,4,5,5,82,1,8,1,0,2,1,0
"807",1,1,50,-0.457866663024153,3,3,3,-0.0615198509462284,0,1,50,3,1,3,3,3,3,29,0,8,0,1,3,0,1
"808",0,1,43.044918764365,2.57615536026601,4,2,2,0.0261649645742542,0,5,83.5196781183786,4,4,2,4,3,2,61,1,1,1,0,2,1,0
"809",0,1,81.3644169268284,-0.522453602218519,4,3,4,-0.0615198509462284,0,4,24.8410522667489,4,4,3,4,5,5,24,1,5,0,1,4,0,1
"810",1,1,25.4599011092693,0.635564107663123,3,3,3,-0.396468989203223,0,4,17.0393562367572,3,3,1,1,2,4,63,1,19,1,0,6,0,1
"811",0,1,68.5300791527595,1.1718673616127,3,2,2,0.0261649645742542,0,5,75,4,3,1,4,5,5,58,1,10,1,0,5,1,0
"812",0,1,50.5379123486005,-1.77674345969498,2,1,3,-0.396468989203223,0,2,75.2411388886337,4,3,3,2,3,4,28,0,8,0,0,2,0,1
"813",1,1,49.9472480397939,-0.929582977779368,2,2,2,0.783748056608727,0,1,25,2,1,1,3,4,4,46,1,13,1,0,6,1,0
"814",1,1,49.9219887606688,0.324706879697093,1,1,2,-0.0615198509462284,0,3,41.7214607702551,3,4,2,3,3,4,49,1,9,1,0,5,1,0
"815",1,1,74.9472480397939,-0.994169916973735,2,2,2,-0.0615198509462284,0,5,75,2,5,2,4,5,5,46,1,8,1,0,3,1,0
"816",0,1,42.8636370065774,-2.08760068766101,3,2,3,-0.484153804723706,0,2,50,3,3,1,4,2,4,45,1,20,0,0,6,0,1
"817",0,1,100,-0.0824224958637566,2,2,2,0.273429287310766,0,4,83.7608170070123,4,5,5,5,5,5,24,1,7,1,0,5,1,0
"818",1,1,69.7366670494978,1.79358181754476,4,5,5,0.783748056608727,1,5,33.3607303851275,4,4,4,2,4,5,42,1,20,1,0,8,0,1
"819",0,1,NA,0.635564107663123,4,4,3,-0.0615198509462284,0,5,91.6392696148725,4,5,3,4,5,NA,59,1,5,0,1,4,0,1
"820",1,1,51.1263432554513,-1.77674345969498,4,3,NA,-0.396468989203223,0,4,16.6392696148725,3,4,1,1,5,5,65,1,14,1,0,7,0,1
"821",0,1,31.3644169268284,-1.77674345969498,2,2,4,-0.0615198509462284,0,1,75,3,2,1,2,3,3,19,1,1,0,0,1,0,0
"822",1,1,38.3447574415885,-0.704136951795817,2,1,4,0.696063241088244,0,3,8.51967811837861,3,3,1,1,4,4,24,1,10,1,0,4,0,1
"823",0,1,56.927588554554,1.79358181754476,4,4,2,0.273429287310766,0,4,25,4,3,1,2,5,5,28,1,9,0,0,5,1,0
"824",1,1,68.5048198736343,-0.0824224958637566,4,2,3,-0.0615198509462284,0,4,33.9197647402634,3,3,2,4,4,5,50,1,14,0,0,6,0,1
"825",0,1,74.9472480397939,-0.704136951795817,4,4,4,0.361114102831249,0,5,91.8804085035061,4,3,2,4,5,5,57,1,5,1,0,4,0,1
"826",1,1,25.4599011092693,-1.77674345969498,2,1,3,0.361114102831249,0,4,25.4000866218848,3,2,1,1,2,4,66,0,8,1,0,6,1,0
"827",1,1,44.1460027406912,0.700151046857489,2,2,2,0.0261649645742542,0,4,24.5999133781152,3,1,1,2,4,4,38,1,3,1,0,6,1,0
"828",0,1,62.0876509865999,0.635564107663123,5,4,5,-0.396468989203223,0,5,25.2411388886337,3,2,1,4,4,5,37,1,20,0,0,4,0,1
"829",1,1,74.3840764120683,1.41813765038437,2,2,4,0.273429287310766,0,4,83.1195914964939,3,3,3,5,4,4,24,1,8,1,0,6,1,0
"830",1,1,50,1.48272458957873,2,1,3,-0.396468989203223,0,3,58.1195914964939,3,3,3,3,3,3,72,1,4,1,0,4,1,0
"831",1,1,44.1460027406912,1.48272458957873,2,2,2,-0.396468989203223,0,5,41.4803218816214,2,3,1,2,4,4,60,1,6,1,0,6,0,0
"832",1,1,50.5631716277257,1.79358181754476,2,1,2,0.361114102831249,0,4,67.0393562367572,3,3,2,2,4,4,27,1,1,1,0,2,0,1
"833",0,1,50,-0.457866663024153,3,3,3,-0.0615198509462284,0,3,50,3,1,3,3,3,3,32,0,6,0,1,4,0,0
"834",0,1,68.5300791527595,-0.994169916973735,4,4,3,-0.396468989203223,0,3,83.2785392297449,4,4,1,4,5,5,60,0,5,0,1,3,0,1
"835",0,1,68.6080903920907,-0.522453602218519,3,3,3,-0.0615198509462284,0,4,50.2411388886337,4,4,2,4,5,4,46,1,16,0,1,4,0,1
"836",0,1,51.1263432554513,1.7289948783504,3,1,3,0.273429287310766,1,5,17.0393562367572,3,5,1,1,5,5,54,1,23,1,0,4,1,0
"837",1,1,75.5631716277257,0.635564107663123,4,4,4,0.361114102831249,0,1,58.5196781183786,3,4,3,3,5,5,85,1,4,1,0,8,1,0
"838",1,1,56.3391576477032,0.635564107663123,3,3,4,0.361114102831249,1,1,66.6392696148725,3,4,3,3,3,4,52,1,1,0,0,4,1,0
"839",0,1,74.9219887606688,1.7289948783504,4,2,3,0.361114102831249,0,5,NA,4,5,3,4,4,5,40,1,14,1,0,8,1,0
"840",0,1,38.3447574415885,-2.87017423038226,2,2,3,-0.819102942980701,0,2,25,3,1,1,1,4,4,24,0,11,0,1,6,0,1
"841",1,1,74.9472480397939,2.26529813229998,2,1,4,0.696063241088244,0,3,59.1609036288971,3,4,2,4,5,5,49,1,10,1,0,2,1,0
"842",0,1,50.4851603883944,-4.33904916822993,2,2,3,-0.731418127460218,0,4,0,3,1,1,2,4,5,33,1,20,1,0,7,0,0
"843",1,1,44.1460027406912,-1.61588437290579,4,3,3,0.361114102831249,0,4,25,3,2,1,2,4,4,39,1,12,1,0,7,0,1
"844",0,1,75.5631716277257,-0.457866663024153,3,3,3,0.273429287310766,0,5,100,4,5,3,3,5,5,44,0,5,0,1,6,0,1
"845",1,1,32.0055997938853,0.700151046857489,4,3,3,-0.0615198509462284,0,1,8.36073038512754,2,1,1,1,4,3,33,1,15,0,0,6,0,0
"846",1,1,25.5631716277257,-4.0281919402639,2,2,2,-0.396468989203223,0,2,8.51967811837861,3,2,1,1,3,3,27,1,14,1,0,6,0,1
"847",0,1,74.9472480397939,-0.0824224958637566,1,1,4,0.361114102831249,0,4,67.0393562367572,3,4,2,4,5,5,40,1,23,1,0,5,1,0
"848",1,1,62.7815858138628,-0.147009435058123,4,3,3,0.361114102831249,0,5,50,3,4,3,3,4,4,51,1,19,1,0,5,0,1
"849",0,1,80.9045158175591,1.85816875673913,3,3,2,-0.0615198509462284,0,1,58.5196781183786,4,1,4,5,5,3,33,1,1,0,0,3,0,0
"850",1,1,81.3644169268284,3.42331584218162,4,2,3,1.11869719486572,0,3,100,4,5,3,4,5,5,58,1,8,1,0,4,1,0
"851",0,1,68.5300791527595,1.41813765038437,1,1,1,0.783748056608727,1,4,83.7608170070123,4,4,1,4,5,5,52,1,13,1,0,4,1,0
"852",0,1,44.0427322222348,-0.683312689007705,2,2,2,0.361114102831249,0,3,49.8410522667489,3,2,1,2,3,5,21,1,12,0,0,2,0,0
"853",0,1,93.5828311129656,1.79358181754476,4,1,2,0.361114102831249,1,4,100,4,4,4,5,5,5,45,1,21,0,0,6,1,0
"854",1,1,74.3313244518622,0.324706879697093,3,2,3,-0.819102942980701,0,4,75,3,4,1,5,5,5,53,1,24,1,0,7,1,0
"855",0,1,50,-2.87017423038226,3,2,3,-0.0615198509462284,0,2,33.1195914964939,3,2,3,3,3,3,32,0,8,0,0,2,0,0
"856",1,1,38.4480279600449,-1.84133039888935,2,2,2,1.11869719486572,NA,NA,49.8410522667489,3,5,1,1,5,3,45,1,1,1,0,2,0,0
"857",1,1,25.0780112393312,1.41813765038437,4,1,1,-0.149204666466711,0,1,49.7588611113663,2,2,3,2,2,1,49,1,11,0,1,4,0,1
"858",1,1,62.1151436676808,-0.747899628202071,4,3,4,-0.0615198509462284,0,4,66.8804085035062,2,4,4,4,2,4,40,1,23,1,0,6,0,1
"859",1,1,74.3313244518622,-0.522453602218519,2,1,3,-0.0615198509462284,0,4,75.6412255105185,4,3,1,5,5,5,52,1,8,0,0,2,1,0
"860",1,1,50,3.42331584218162,3,3,1,-1.1540520812377,0,5,41.4803218816214,3,5,3,3,3,3,50,1,22,1,0,5,1,0
"861",0,1,100,2.57615536026601,4,4,3,0.361114102831249,1,3,100,4,5,5,5,5,5,86,1,14,1,0,3,0,1
"862",1,1,68.5300791527595,-0.929582977779368,4,3,3,0.361114102831249,0,5,57.9606437632428,3,2,1,4,5,5,49,1,15,1,0,7,0,1
"863",0,1,75.5631716277257,1.07559521401789,3,3,5,0.696063241088244,0,3,50,3,4,3,3,5,5,22,1,5,1,0,3,0,1
"864",0,1,68.5300791527595,1.41813765038437,3,2,3,0.361114102831249,0,4,83.7608170070123,3,2,1,4,5,5,46,1,10,1,0,6,1,0
"865",1,1,67.9163889667835,-0.747899628202071,5,5,4,-0.0615198509462284,0,4,57.9606437632428,4,4,4,5,2,4,40,1,23,1,0,6,1,0
"866",0,1,55.8792565384339,-0.994169916973735,4,2,4,-0.0615198509462284,0,5,25.5590343551358,3,4,4,4,3,2,57,1,1,1,0,4,0,0
"867",1,1,37.7815858138628,0.635564107663123,3,3,2,0.783748056608727,0,1,17.0393562367572,3,3,2,2,3,3,50,1,5,0,0,2,0,1
"868",0,1,68.5300791527595,-0.0507372874633033,4,4,4,0.361114102831249,0,5,75.4000866218848,4,3,1,4,5,5,55,1,11,0,0,1,0,1
"869",0,1,68.5300791527595,-2.55931700241623,1,1,2,-0.396468989203223,0,4,25.4000866218848,3,2,1,4,5,5,19,1,3,0,0,4,0,1
"870",1,1,81.3644169268284,-1.77674345969498,4,4,4,0.361114102831249,1,4,66.6392696148725,3,4,3,4,5,5,54,1,16,0,1,5,0,1
"871",1,1,49.3588171329431,0.700151046857489,2,2,3,-0.0615198509462284,0,2,49.5999133781152,3,2,3,4,2,3,28,0,1,0,0,2,0,1
"872",0,1,43.6861016314219,1.79358181754476,2,4,4,0.361114102831249,0,4,50.4000866218848,4,3,2,3,4,2,27,0,14,0,0,6,1,0
"873",0,1,56.927588554554,-0.994169916973735,2,3,4,0.0261649645742542,0,4,91.8804085035061,3,1,1,2,5,5,19,1,19,1,0,4,1,0
"874",1,1,56.3391576477032,1.10728042241834,3,2,2,0.361114102831249,0,2,33.3607303851275,3,3,3,3,3,4,23,1,1,1,0,2,1,0
"875",1,1,25,-1.77674345969498,4,4,2,-0.396468989203223,0,4,42.0393562367572,3,3,2,2,2,2,59,1,1,1,0,4,0,1
"876",0,1,74.3313244518622,2.80160138624956,1,1,3,0.361114102831249,0,5,67.0393562367572,4,4,1,5,5,5,55,1,10,1,0,5,1,0
"877",0,1,74.9472480397939,-0.994169916973735,4,3,3,-1.1540520812377,1,5,91.8804085035061,3,2,2,4,5,5,57,1,3,1,0,5,0,1
"878",0,1,87.2436734652623,2.26529813229998,5,5,4,-0.0615198509462284,0,5,25.2411388886337,3,2,4,5,5,4,50,1,19,1,0,7,0,1
"879",1,1,18.5828311129655,-0.929582977779368,3,3,3,-0.396468989203223,0,1,25,2,2,1,2,2,2,53,1,1,1,0,4,0,1
"880",1,1,19.1207434615661,-0.211596374252489,3,3,4,-0.0615198509462284,0,4,16.6392696148725,2,3,1,1,2,3,21,1,1,0,1,4,0,1
"881",0,1,74.9472480397939,2.32988507149435,1,2,1,-0.396468989203223,0,4,83.7608170070123,4,4,2,4,5,5,52,1,12,0,0,2,1,0
"882",1,1,87.1656622259311,1.85816875673913,1,3,2,0.273429287310766,0,1,67.5216340140246,3,5,3,5,5,5,46,1,1,0,0,3,0,0
"883",1,1,50.5631716277257,-0.211596374252489,3,3,2,-0.0615198509462284,0,4,42.1215473921398,3,1,2,2,4,4,46,1,20,0,0,8,0,1
"884",0,1,44.1207434615661,-2.62390394161059,3,1,3,-0.396468989203223,0,3,41.8804085035062,3,1,2,2,3,4,24,1,1,0,0,4,0,0
"885",1,1,50,-0.994169916973735,2,4,5,-0.0615198509462284,0,3,41.6392696148725,4,1,3,3,3,3,19,0,3,0,1,4,0,1
"886",0,1,49.9472480397939,0.635564107663123,3,4,3,-1.1540520812377,0,2,58.5196781183786,4,3,1,3,4,4,35,1,4,1,0,4,0,0
"887",0,1,55.7232340597715,1.48272458957873,3,1,5,-0.149204666466711,1,5,8.51967811837861,3,2,2,4,3,4,46,1,3,0,0,2,0,1
"888",1,1,56.9803405147601,1.48272458957873,1,1,2,0.273429287310766,0,1,17.0393562367572,3,3,3,2,4,4,23,1,1,0,0,6,1,0
"889",1,1,81.4424281661596,3.42331584218162,4,4,3,0.696063241088244,0,5,33.5196781183786,3,2,4,4,5,4,44,0,24,0,1,6,0,1
"890",0,1,87.1656622259311,3.42331584218162,1,1,1,-0.0615198509462284,0,2,100,4,4,3,5,5,5,70,1,6,1,0,6,1,0
"891",0,1,87.1151436676808,2.57615536026601,3,2,2,0.361114102831249,1,4,100,4,1,5,5,3,5,45,1,8,0,0,3,1,0
"892",1,1,50.4851603883944,-0.211596374252489,4,4,4,-0.0615198509462284,0,4,58.3607303851275,3,2,1,2,4,5,58,1,4,0,0,6,0,1
"893",1,1,43.0196594852399,-4.33904916822993,1,2,3,0.273429287310766,NA,3,67.0393562367572,3,3,3,4,2,2,45,1,6,0,0,4,0,1
"894",0,1,74.9472480397939,-1.40129929253458,2,1,1,-0.308784173682741,0,3,58.9197647402634,4,5,2,4,5,5,41,1,14,1,0,4,0,1
"895",1,1,62.1404029468059,-1.77674345969498,2,2,3,-0.396468989203223,0,1,50.2411388886337,4,2,3,4,3,4,21,1,1,0,0,2,0,1
"896",0,1,74.9472480397939,-1.77674345969498,2,1,4,-0.731418127460218,0,4,91.4803218816214,3,1,2,4,5,5,47,1,NA,0,0,6,0,1
"897",1,1,57.0583517540914,1.79358181754476,2,1,3,0.361114102831249,0,1,50.4000866218848,4,4,4,2,4,3,22,1,6,0,0,2,0,1
"898",0,1,74.3313244518622,3.42331584218162,4,4,2,0.361114102831249,0,5,100,4,2,1,5,5,5,59,1,6,0,0,1,0,0
"899",0,1,25.5906643088066,-1.46588623172895,5,5,4,-0.0615198509462284,0,2,91.4803218816214,4,2,4,1,1,2,22,1,1,0,1,1,0,0
"900",1,1,68.5828311129656,3.42331584218162,3,3,3,0.783748056608727,0,4,66.4803218816214,4,4,3,4,4,4,46,1,1,0,1,6,0,0
"901",0,1,30.7759860199776,1.1718673616127,5,4,3,1.11869719486572,0,2,33.9197647402634,4,3,3,3,1,2,60,1,8,0,1,2,0,1
"902",1,1,100,3.42331584218162,5,5,5,0.696063241088244,0,5,58.1195914964939,4,5,5,5,5,5,32,1,9,1,0,7,0,1
"903",0,1,74.3313244518622,-4.33904916822993,3,3,4,-0.396468989203223,0,4,75.2411388886337,4,4,1,5,5,5,65,1,16,1,0,4,0,1
"904",1,1,38.4480279600449,-1.77674345969498,2,2,2,-0.0615198509462284,1,4,57.8784526078602,3,1,1,1,5,3,58,1,4,0,1,2,0,1
"905",0,1,55.6452228204402,-2.33387097643267,3,1,4,-0.0615198509462284,0,4,17.0393562367572,2,2,1,4,3,5,45,1,6,0,1,4,1,0
"906",1,1,44.1987547008973,-0.211596374252489,5,3,3,-0.0615198509462284,0,2,42.2804951253909,1,1,3,2,3,3,18,1,1,0,0,1,0,0
"907",0,1,69.1207434615661,-0.683312689007705,3,3,3,-0.819102942980701,0,4,50,3,2,3,3,4,5,24,1,1,0,0,1,0,1
"908",0,1,50,0.324706879697093,3,4,3,-0.0615198509462284,0,4,50,4,2,3,3,3,3,35,0,5,0,1,4,0,1
